Dataset,Param_set,F1_score,colsample_bytree,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,subsample
Heart,69,0.8533333333333334,0.972371642274917,0.25901859585854303,13,95,4779,94,0.6468268065710423
Loan,69,0.9771863117870723,0.972371642274917,0.25901859585854303,13,95,4779,94,0.6468268065710423
Machine,69,0.853448275862069,0.972371642274917,0.25901859585854303,13,95,4779,94,0.6468268065710423
personality,70,0.8826291079812206,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764
Heart,70,0.8874172185430463,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764
Loan,70,0.9754253308128544,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764
Machine,70,0.8813559322033898,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764
personality,71,0.9187935034802784,0.6890305670284123,0.009606255066973523,10,66,1590,48,0.6339350856340767
Heart,71,0.9013157894736842,0.6890305670284123,0.009606255066973523,10,66,1590,48,0.6339350856340767
Loan,71,0.9772727272727273,0.6890305670284123,0.009606255066973523,10,66,1590,48,0.6339350856340767
Machine,71,0.8907563025210085,0.6890305670284123,0.009606255066973523,10,66,1590,48,0.6339350856340767
personality,72,0.9187935034802784,0.9946558314004702,0.008455010342659872,8,86,549,90,0.9944004255291483
Heart,72,0.9131832797427653,0.9946558314004702,0.008455010342659872,8,86,549,90,0.9944004255291483
Loan,72,0.9714285714285714,0.9946558314004702,0.008455010342659872,8,86,549,90,0.9944004255291483
Machine,72,0.8962655601659751,0.9946558314004702,0.008455010342659872,8,86,549,90,0.9944004255291483
personality,73,0.892271662763466,0.9013512741035766,0.008551466852013355,14,19,2973,110,0.6994896617721151
Heart,73,0.8940397350993378,0.9013512741035766,0.008551466852013355,14,19,2973,110,0.6994896617721151
Loan,73,0.9694656488549618,0.9013512741035766,0.008551466852013355,14,19,2973,110,0.6994896617721151
Machine,73,0.8823529411764706,0.9013512741035766,0.008551466852013355,14,19,2973,110,0.6994896617721151
personality,74,0.8873239436619719,0.7321010116076394,0.011917630003680473,12,13,4899,145,0.6225213102727349
Heart,74,0.8933333333333333,0.7321010116076394,0.011917630003680473,12,13,4899,145,0.6225213102727349
Loan,74,0.9772727272727273,0.7321010116076394,0.011917630003680473,12,13,4899,145,0.6225213102727349
Machine,74,0.8945147679324894,0.7321010116076394,0.011917630003680473,12,13,4899,145,0.6225213102727349
personality,75,0.9177288528389339,0.6475271665072287,0.0019549099806607574,8,39,3122,111,0.9848690193898167
Heart,75,0.9019607843137255,0.6475271665072287,0.0019549099806607574,8,39,3122,111,0.9848690193898167
Loan,75,0.9773584905660377,0.6475271665072287,0.0019549099806607574,8,39,3122,111,0.9848690193898167
Machine,75,0.9067796610169492,0.6475271665072287,0.0019549099806607574,8,39,3122,111,0.9848690193898167
personality,76,0.9187935034802784,0.7499482318094817,0.005102035565208404,8,38,183,77,0.6048617898759265
Heart,76,0.8840125391849529,0.7499482318094817,0.005102035565208404,8,38,183,77,0.6048617898759265
Loan,76,0.9485714285714286,0.7499482318094817,0.005102035565208404,8,38,183,77,0.6048617898759265
Machine,76,0.8983050847457628,0.7499482318094817,0.005102035565208404,8,38,183,77,0.6048617898759265
personality,77,0.9187935034802784,0.9879515306830556,0.0012791230799921165,12,80,2983,39,0.6301738188359077
Heart,77,0.9201277955271565,0.9879515306830556,0.0012791230799921165,12,80,2983,39,0.6301738188359077
Loan,77,0.9676190476190476,0.9879515306830556,0.0012791230799921165,12,80,2983,39,0.6301738188359077
Machine,77,0.8925619834710744,0.9879515306830556,0.0012791230799921165,12,80,2983,39,0.6301738188359077
personality,78,0.9095127610208816,0.6664861727637011,0.0034439944755818843,14,31,3634,136,0.8787700223455259
Heart,78,0.8881578947368421,0.6664861727637011,0.0034439944755818843,14,31,3634,136,0.8787700223455259
Loan,78,0.9735849056603774,0.6664861727637011,0.0034439944755818843,14,31,3634,136,0.8787700223455259
Machine,78,0.8945147679324894,0.6664861727637011,0.0034439944755818843,14,31,3634,136,0.8787700223455259
personality,79,0.8849765258215962,0.753680732551688,0.06697116060833842,10,12,1403,35,0.9561055135563665
Heart,79,0.882943143812709,0.753680732551688,0.06697116060833842,10,12,1403,35,0.9561055135563665
Loan,79,0.973384030418251,0.753680732551688,0.06697116060833842,10,12,1403,35,0.9561055135563665
Machine,79,0.8813559322033898,0.753680732551688,0.06697116060833842,10,12,1403,35,0.9561055135563665
personality,80,0.8987194412107101,0.7822627011142852,0.034367159520801674,9,92,4235,79,0.8334624447403488
Heart,80,0.8807947019867549,0.7822627011142852,0.034367159520801674,9,92,4235,79,0.8334624447403488
Loan,80,0.9792060491493384,0.7822627011142852,0.034367159520801674,9,92,4235,79,0.8334624447403488
Machine,80,0.8776371308016878,0.7822627011142852,0.034367159520801674,9,92,4235,79,0.8334624447403488
personality,81,0.8789659224441834,0.6310938547859939,0.25923526989898205,10,63,2558,65,0.6304801518396652
Heart,81,0.8704318936877077,0.6310938547859939,0.25923526989898205,10,63,2558,65,0.6304801518396652
Loan,81,0.9772727272727273,0.6310938547859939,0.25923526989898205,10,63,2558,65,0.6304801518396652
Machine,81,0.8571428571428571,0.6310938547859939,0.25923526989898205,10,63,2558,65,0.6304801518396652
personality,82,0.9052631578947369,0.9762127308541534,0.010766274920288359,12,47,1994,29,0.9730913933416053
Heart,82,0.8741721854304636,0.9762127308541534,0.010766274920288359,12,47,1994,29,0.9730913933416053
Loan,82,0.9751434034416826,0.9762127308541534,0.010766274920288359,12,47,1994,29,0.9730913933416053
Machine,82,0.9012875536480687,0.9762127308541534,0.010766274920288359,12,47,1994,29,0.9730913933416053
personality,83,0.9166666666666666,0.9464255558001633,0.001294231985820804,14,33,4519,84,0.7921480327465419
Heart,83,0.9019607843137255,0.9464255558001633,0.001294231985820804,14,33,4519,84,0.7921480327465419
Loan,83,0.9715370018975332,0.9464255558001633,0.001294231985820804,14,33,4519,84,0.7921480327465419
Machine,83,0.907563025210084,0.9464255558001633,0.001294231985820804,14,33,4519,84,0.7921480327465419
personality,84,0.9067599067599068,0.9941144202662018,0.008574881161613932,9,63,3975,78,0.9368475692542835
Heart,84,0.8807947019867549,0.9941144202662018,0.008574881161613932,9,63,3975,78,0.9368475692542835
Loan,84,0.9732824427480916,0.9941144202662018,0.008574881161613932,9,63,3975,78,0.9368475692542835
Machine,84,0.8680851063829788,0.9941144202662018,0.008574881161613932,9,63,3975,78,0.9368475692542835
personality,85,0.8930232558139535,0.9353314818844551,0.014488045061352919,10,1,454,74,0.9458889505020213
Heart,85,0.8802588996763754,0.9353314818844551,0.014488045061352919,10,1,454,74,0.9458889505020213
Loan,85,0.9598470363288719,0.9353314818844551,0.014488045061352919,10,1,454,74,0.9458889505020213
Machine,85,0.9,0.9353314818844551,0.014488045061352919,10,1,454,74,0.9458889505020213
personality,86,0.8899297423887588,0.925160403652031,0.29951728971696784,13,3,1510,42,0.9075949660722042
Heart,86,0.8866666666666667,0.925160403652031,0.29951728971696784,13,3,1510,42,0.9075949660722042
Loan,86,0.9715370018975332,0.925160403652031,0.29951728971696784,13,3,1510,42,0.9075949660722042
Machine,86,0.9037656903765691,0.925160403652031,0.29951728971696784,13,3,1510,42,0.9075949660722042
personality,87,0.8909730363423212,0.9779062919529712,0.12725639334726624,8,85,2098,70,0.7098927188103635
Heart,87,0.8666666666666667,0.9779062919529712,0.12725639334726624,8,85,2098,70,0.7098927188103635
Loan,87,0.9771863117870723,0.9779062919529712,0.12725639334726624,8,85,2098,70,0.7098927188103635
Machine,87,0.8669527896995708,0.9779062919529712,0.12725639334726624,8,85,2098,70,0.7098927188103635
personality,88,0.8914819136522754,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250005
Heart,88,0.8637873754152824,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250005
Loan,88,0.9792060491493384,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250005
Machine,88,0.8632478632478633,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250005
personality,89,0.8878504672897196,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545
Heart,89,0.8918032786885246,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545
Loan,89,0.9771863117870723,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545
Machine,89,0.8898305084745762,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545
personality,90,0.9111880046136102,0.79201838680739,0.01100824573570021,12,85,4031,85,0.9220178670077448
Heart,90,0.8859934853420195,0.79201838680739,0.01100824573570021,12,85,4031,85,0.9220178670077448
Loan,90,0.9792060491493384,0.79201838680739,0.01100824573570021,12,85,4031,85,0.9220178670077448
Machine,90,0.8936170212765957,0.79201838680739,0.01100824573570021,12,85,4031,85,0.9220178670077448
personality,91,0.8930669800235017,0.9612604234706505,0.03380936865763111,9,38,1379,117,0.854657728648913
Heart,91,0.8874172185430463,0.9612604234706505,0.03380936865763111,9,38,1379,117,0.854657728648913
Loan,91,0.9771863117870723,0.9612604234706505,0.03380936865763111,9,38,1379,117,0.854657728648913
Machine,91,0.8823529411764706,0.9612604234706505,0.03380936865763111,9,38,1379,117,0.854657728648913
personality,92,0.9177288528389339,0.8219262434168902,0.0016804407867983889,9,52,4394,98,0.7586171129285081
Heart,92,0.9061488673139159,0.8219262434168902,0.0016804407867983889,9,52,4394,98,0.7586171129285081
Loan,92,0.9791271347248577,0.8219262434168902,0.0016804407867983889,9,52,4394,98,0.7586171129285081
Machine,92,0.902127659574468,0.8219262434168902,0.0016804407867983889,9,52,4394,98,0.7586171129285081
personality,93,0.895662368112544,0.8488346800911494,0.13682941564649664,12,29,187,93,0.907567096526159
Heart,93,0.8940397350993378,0.8488346800911494,0.13682941564649664,12,29,187,93,0.907567096526159
Loan,93,0.975517890772128,0.8488346800911494,0.13682941564649664,12,29,187,93,0.907567096526159
Machine,93,0.8813559322033898,0.8488346800911494,0.13682941564649664,12,29,187,93,0.907567096526159
personality,94,0.9187935034802784,0.6264943911407463,0.0012989843470089832,13,53,4350,145,0.8533603417266903
Heart,94,0.9096774193548387,0.6264943911407463,0.0012989843470089832,13,53,4350,145,0.8533603417266903
Loan,94,0.9772727272727273,0.6264943911407463,0.0012989843470089832,13,53,4350,145,0.8533603417266903
Machine,94,0.895397489539749,0.6264943911407463,0.0012989843470089832,13,53,4350,145,0.8533603417266903
personality,95,0.9177288528389339,0.6960582475112772,0.0015414259373152293,8,23,3495,27,0.6720269089397194
Heart,95,0.9019607843137255,0.6960582475112772,0.0015414259373152293,8,23,3495,27,0.6720269089397194
Loan,95,0.9754253308128544,0.6960582475112772,0.0015414259373152293,8,23,3495,27,0.6720269089397194
Machine,95,0.9029535864978903,0.6960582475112772,0.0015414259373152293,8,23,3495,27,0.6720269089397194
personality,96,0.8857479387514723,0.8786005864908315,0.010464891834844295,10,27,4238,80,0.6769156075234684
Heart,96,0.8859060402684564,0.8786005864908315,0.010464891834844295,10,27,4238,80,0.6769156075234684
Loan,96,0.9732824427480916,0.8786005864908315,0.010464891834844295,10,27,4238,80,0.6769156075234684
Machine,96,0.8898305084745762,0.8786005864908315,0.010464891834844295,10,27,4238,80,0.6769156075234684
personality,97,0.9189814814814815,0.6163474465065916,0.002621033883890256,11,42,3950,41,0.6354810135028223
Heart,97,0.9013157894736842,0.6163474465065916,0.002621033883890256,11,42,3950,41,0.6354810135028223
Loan,97,0.9561904761904761,0.6163474465065916,0.002621033883890256,11,42,3950,41,0.6354810135028223
Machine,97,0.902127659574468,0.6163474465065916,0.002621033883890256,11,42,3950,41,0.6354810135028223
personality,98,0.9046511627906977,0.6482543484402403,0.013848568387935377,9,46,2643,97,0.7320398053240622
Heart,98,0.8778877887788779,0.6482543484402403,0.013848568387935377,9,46,2643,97,0.7320398053240622
Loan,98,0.9735849056603774,0.6482543484402403,0.013848568387935377,9,46,2643,97,0.7320398053240622
Machine,98,0.8841201716738197,0.6482543484402403,0.013848568387935377,9,46,2643,97,0.7320398053240622
personality,99,0.9187935034802784,0.7286331058720116,0.0016928363374007227,14,86,2336,75,0.9494314496427109
Heart,99,0.9166666666666666,0.7286331058720116,0.0016928363374007227,14,86,2336,75,0.9494314496427109
Loan,99,0.9639468690702088,0.7286331058720116,0.0016928363374007227,14,86,2336,75,0.9494314496427109
Machine,99,0.897119341563786,0.7286331058720116,0.0016928363374007227,14,86,2336,75,0.9494314496427109
personality,100,0.9187935034802784,0.9683489602127253,0.0014167639988913814,9,36,2105,132,0.8389112329021722
Heart,100,0.896774193548387,0.9683489602127253,0.0014167639988913814,9,36,2105,132,0.8389112329021722
Loan,100,0.9678638941398866,0.9683489602127253,0.0014167639988913814,9,36,2105,132,0.8389112329021722
Machine,100,0.9037656903765691,0.9683489602127253,0.0014167639988913814,9,36,2105,132,0.8389112329021722
