dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__max_features,model__max_samples,model__n_estimators
heart-statlog,RandomForest,RandomSearch,42,0.8881464097496707,0.05047255297980176,94,"{'model__max_features': 0.725306439735734, 'model__max_samples': 0.9402339195076288, 'model__n_estimators': 269}",0.725306439735734,0.9402339195076288,269.0
heart-statlog,RandomForest,RandomSearch,43,0.8882743977037455,0.0477414899562288,91,"{'model__max_features': 0.8273083416079753, 'model__max_samples': 0.8167018782552118, 'model__n_estimators': 233}",0.8273083416079753,0.8167018782552118,233.0
heart-statlog,RandomForest,RandomSearch,44,0.8968138292866554,0.050352888561720564,22,"{'model__max_features': 0.5108811134346193, 'model__max_samples': 0.6092202186084168, 'model__n_estimators': 183}",0.5108811134346193,0.6092202186084168,183.0
heart-statlog,RandomForest,RandomSearch,45,0.8875669348767173,0.048466771654486734,100,"{'model__max_features': 0.90330309864098, 'model__max_samples': 0.7696711209578253, 'model__n_estimators': 191}",0.90330309864098,0.7696711209578253,191.0
heart-statlog,RandomForest,RandomSearch,46,0.8904408996800302,0.053755183067410735,69,"{'model__max_features': 0.42066805426927745, 'model__max_samples': 0.9534142207728771, 'model__n_estimators': 228}",0.42066805426927745,0.9534142207728771,228.0
heart-statlog,RandomForest,RandomSearch,47,0.8935104931300583,0.05416462036373581,43,"{'model__max_features': 0.30514164628774754, 'model__max_samples': 0.7135538943131281, 'model__n_estimators': 215}",0.30514164628774754,0.7135538943131281,215.0
heart-statlog,RandomForest,RandomSearch,48,0.8975915207980426,0.052444968022106374,18,"{'model__max_features': 0.4173119707007521, 'model__max_samples': 0.6523906290790145, 'model__n_estimators': 297}",0.4173119707007521,0.6523906290790145,297.0
heart-statlog,RandomForest,RandomSearch,49,0.8909954357236967,0.05274322168404903,63,"{'model__max_features': 0.5596725723198092, 'model__max_samples': 0.7087055015743895, 'model__n_estimators': 264}",0.5596725723198092,0.7087055015743895,264.0
heart-statlog,RandomForest,RandomSearch,50,0.8929836015433843,0.047990876499790426,50,"{'model__max_features': 0.7231924296012433, 'model__max_samples': 0.6347061668992607, 'model__n_estimators': 251}",0.7231924296012433,0.6347061668992607,251.0
heart-statlog,RandomForest,RandomSearch,51,0.8834969649915301,0.042127902078891576,118,"{'model__max_features': 0.9486187335212672, 'model__max_samples': 0.6616014660103776, 'model__n_estimators': 195}",0.9486187335212672,0.6616014660103776,195.0
heart-statlog,RandomForest,RandomSearch,52,0.8826161067193675,0.0487831794671093,123,"{'model__max_features': 0.602291801815607, 'model__max_samples': 0.7019180855290204, 'model__n_estimators': 161}",0.602291801815607,0.7019180855290204,161.0
heart-statlog,RandomForest,RandomSearch,53,0.889166313758705,0.04281007239365934,77,"{'model__max_features': 0.9746038744488646, 'model__max_samples': 0.9812236474710556, 'model__n_estimators': 138}",0.9746038744488646,0.9812236474710556,138.0
heart-statlog,RandomForest,RandomSearch,54,0.8894333474496516,0.0513814442954161,76,"{'model__max_features': 0.547523655303147, 'model__max_samples': 0.6504391549083848, 'model__n_estimators': 212}",0.547523655303147,0.6504391549083848,212.0
heart-statlog,RandomForest,RandomSearch,55,0.8878919631093544,0.045131915818827216,95,"{'model__max_features': 0.9979664365440477, 'model__max_samples': 0.6333905071376424, 'model__n_estimators': 101}",0.9979664365440477,0.6333905071376424,101.0
heart-statlog,RandomForest,RandomSearch,56,0.8968147703745529,0.05265324260389067,21,"{'model__max_features': 0.5524111209059753, 'model__max_samples': 0.5257393756249946, 'model__n_estimators': 228}",0.5524111209059753,0.5257393756249946,228.0
heart-statlog,RandomForest,RandomSearch,57,0.8949571805006589,0.055505450156197414,35,"{'model__max_features': 0.3156057016002752, 'model__max_samples': 0.5724474360456115, 'model__n_estimators': 271}",0.3156057016002752,0.5724474360456115,271.0
heart-statlog,RandomForest,RandomSearch,58,0.8907166384340297,0.05097465324047701,66,"{'model__max_features': 0.5030048481157825, 'model__max_samples': 0.776446544535664, 'model__n_estimators': 167}",0.5030048481157825,0.776446544535664,167.0
heart-statlog,RandomForest,RandomSearch,59,0.9017280726519855,0.05235028683444501,3,"{'model__max_features': 0.17276799369944373, 'model__max_samples': 0.6848272280307022, 'model__n_estimators': 244}",0.17276799369944373,0.6848272280307022,244.0
heart-statlog,RandomForest,RandomSearch,60,0.8873322510822511,0.04825815011811372,103,"{'model__max_features': 0.7553947137506736, 'model__max_samples': 0.6838915663596266, 'model__n_estimators': 215}",0.7553947137506736,0.6838915663596266,215.0
heart-statlog,RandomForest,RandomSearch,61,0.8886277762092979,0.04574977431408341,86,"{'model__max_features': 0.9850808268053587, 'model__max_samples': 0.6994122212222765, 'model__n_estimators': 243}",0.9850808268053587,0.6994122212222765,243.0
heart-statlog,RandomForest,RandomSearch,62,0.8887534114436288,0.040098141154511,83,"{'model__max_features': 0.8517722460303142, 'model__max_samples': 0.6603900324858679, 'model__n_estimators': 169}",0.8517722460303142,0.6603900324858679,169.0
heart-statlog,RandomForest,RandomSearch,63,0.8890592650103519,0.05166353133442258,78,"{'model__max_features': 0.7262315261117936, 'model__max_samples': 0.9291794024068599, 'model__n_estimators': 286}",0.7262315261117936,0.9291794024068599,286.0
heart-statlog,RandomForest,RandomSearch,64,0.895349025974026,0.05068871405949785,31,"{'model__max_features': 0.29821694280899347, 'model__max_samples': 0.855574766219009, 'model__n_estimators': 246}",0.29821694280899347,0.855574766219009,246.0
heart-statlog,RandomForest,RandomSearch,65,0.892903961980049,0.05734531380414927,52,"{'model__max_features': 0.4137993885625565, 'model__max_samples': 0.5480882755457104, 'model__n_estimators': 260}",0.4137993885625565,0.5480882755457104,260.0
heart-statlog,RandomForest,RandomSearch,66,0.8863892810088462,0.04928752495626121,110,"{'model__max_features': 0.4578148189787701, 'model__max_samples': 0.75887567526374, 'model__n_estimators': 203}",0.4578148189787701,0.75887567526374,203.0
heart-statlog,RandomForest,RandomSearch,67,0.8996327404479578,0.051116312987450785,10,"{'model__max_features': 0.22376884973139394, 'model__max_samples': 0.6705331755251293, 'model__n_estimators': 277}",0.22376884973139394,0.6705331755251293,277.0
heart-statlog,RandomForest,RandomSearch,68,0.8885777809147374,0.04566667866740047,87,"{'model__max_features': 0.9322242564507065, 'model__max_samples': 0.9386696766904905, 'model__n_estimators': 198}",0.9322242564507065,0.9386696766904905,198.0
heart-statlog,RandomForest,RandomSearch,69,0.8929266657255788,0.055997287760362,51,"{'model__max_features': 0.30569501961756973, 'model__max_samples': 0.587477463547968, 'model__n_estimators': 211}",0.30569501961756973,0.587477463547968,211.0
heart-statlog,RandomForest,RandomSearch,70,0.8896813241106718,0.049322801037478305,73,"{'model__max_features': 0.5996807304395161, 'model__max_samples': 0.7648252891780032, 'model__n_estimators': 101}",0.5996807304395161,0.7648252891780032,101.0
heart-statlog,RandomForest,RandomSearch,71,0.8885235507246376,0.04298466497845153,88,"{'model__max_features': 0.9966283297821319, 'model__max_samples': 0.9827096756443968, 'model__n_estimators': 296}",0.9966283297821319,0.9827096756443968,296.0
heart-statlog,RandomForest,RandomSearch,72,0.882746094485225,0.04736207157940752,122,"{'model__max_features': 0.9103762514469974, 'model__max_samples': 0.816550728636634, 'model__n_estimators': 108}",0.9103762514469974,0.816550728636634,108.0
heart-statlog,RandomForest,RandomSearch,73,0.8944811076604555,0.055772033651189594,38,"{'model__max_features': 0.3509842173329637, 'model__max_samples': 0.8501789149863856, 'model__n_estimators': 230}",0.3509842173329637,0.8501789149863856,230.0
heart-statlog,RandomForest,RandomSearch,74,0.8854384293242991,0.04823818402622009,113,"{'model__max_features': 0.8706918626902832, 'model__max_samples': 0.702254063561095, 'model__n_estimators': 260}",0.8706918626902832,0.702254063561095,260.0
heart-statlog,RandomForest,RandomSearch,75,0.9003657302842084,0.05356513471307575,8,"{'model__max_features': 0.677828481538859, 'model__max_samples': 0.5420699824975244, 'model__n_estimators': 299}",0.677828481538859,0.5420699824975244,299.0
heart-statlog,RandomForest,RandomSearch,76,0.8835887210615472,0.047700150047877095,117,"{'model__max_features': 0.8068065860025492, 'model__max_samples': 0.8344941273571143, 'model__n_estimators': 211}",0.8068065860025492,0.8344941273571143,211.0
heart-statlog,RandomForest,RandomSearch,77,0.9005490071522679,0.04863445554110532,7,"{'model__max_features': 0.1913243885794289, 'model__max_samples': 0.8317508845540279, 'model__n_estimators': 192}",0.1913243885794289,0.8317508845540279,192.0
heart-statlog,RandomForest,RandomSearch,78,0.895177159796725,0.05371550379592817,32,"{'model__max_features': 0.3555288772637192, 'model__max_samples': 0.6526819301721967, 'model__n_estimators': 293}",0.3555288772637192,0.6526819301721967,293.0
heart-statlog,RandomForest,RandomSearch,79,0.8896623847167324,0.045968447931512724,74,"{'model__max_features': 0.7227056779234239, 'model__max_samples': 0.8259806297513003, 'model__n_estimators': 268}",0.7227056779234239,0.8259806297513003,268.0
heart-statlog,RandomForest,RandomSearch,80,0.8949923536608321,0.055532698443886024,34,"{'model__max_features': 0.2583327274096109, 'model__max_samples': 0.5090376818077604, 'model__n_estimators': 241}",0.2583327274096109,0.5090376818077604,241.0
heart-statlog,RandomForest,RandomSearch,81,0.8847926077545643,0.05583100794204883,115,"{'model__max_features': 0.39285972834334093, 'model__max_samples': 0.8732457025590121, 'model__n_estimators': 227}",0.39285972834334093,0.8732457025590121,227.0
heart-statlog,RandomForest,RandomSearch,82,0.8831202945605119,0.045233434354760356,119,"{'model__max_features': 0.769753470750906, 'model__max_samples': 0.8604699621260646, 'model__n_estimators': 227}",0.769753470750906,0.8604699621260646,227.0
heart-statlog,RandomForest,RandomSearch,83,0.8948756587615282,0.04839949680187385,36,"{'model__max_features': 0.6114777430019245, 'model__max_samples': 0.5468373839140462, 'model__n_estimators': 214}",0.6114777430019245,0.5468373839140462,214.0
heart-statlog,RandomForest,RandomSearch,84,0.8959902597402598,0.05156383425709143,25,"{'model__max_features': 0.6726993563673058, 'model__max_samples': 0.6252309093027921, 'model__n_estimators': 257}",0.6726993563673058,0.6252309093027921,257.0
heart-statlog,RandomForest,RandomSearch,85,0.8889444522868436,0.04612166501914743,81,"{'model__max_features': 0.975709499277201, 'model__max_samples': 0.6965488623333802, 'model__n_estimators': 281}",0.975709499277201,0.6965488623333802,281.0
heart-statlog,RandomForest,RandomSearch,86,0.8840822040278562,0.038111850059559256,116,"{'model__max_features': 0.9154889089466987, 'model__max_samples': 0.7171971827552144, 'model__n_estimators': 120}",0.9154889089466987,0.7171971827552144,120.0
heart-statlog,RandomForest,RandomSearch,87,0.8878686711838885,0.04723347252271887,96,"{'model__max_features': 0.5523733837946729, 'model__max_samples': 0.7884519423131795, 'model__n_estimators': 291}",0.5523733837946729,0.7884519423131795,291.0
heart-statlog,RandomForest,RandomSearch,88,0.890994965179748,0.04766470307738798,64,"{'model__max_features': 0.8777508085647128, 'model__max_samples': 0.6150926341207776, 'model__n_estimators': 147}",0.8777508085647128,0.6150926341207776,147.0
heart-statlog,RandomForest,RandomSearch,89,0.8988368153585545,0.06359007632725358,15,"{'model__max_features': 0.35269512619677024, 'model__max_samples': 0.5121579832157269, 'model__n_estimators': 148}",0.35269512619677024,0.5121579832157269,148.0
heart-statlog,RandomForest,RandomSearch,90,0.8959105025409372,0.0561051427363153,26,"{'model__max_features': 0.13924339457899038, 'model__max_samples': 0.9972752553986706, 'model__n_estimators': 257}",0.13924339457899038,0.9972752553986706,257.0
heart-statlog,RandomForest,RandomSearch,91,0.8919226425748163,0.04251413064815009,58,"{'model__max_features': 0.9585357193023286, 'model__max_samples': 0.9574321951102243, 'model__n_estimators': 198}",0.9585357193023286,0.9574321951102243,198.0
heart-statlog,RandomForest,RandomSearch,92,0.8906686429512517,0.04598527295082736,67,"{'model__max_features': 0.7729468965076726, 'model__max_samples': 0.9765359235119766, 'model__n_estimators': 192}",0.7729468965076726,0.9765359235119766,192.0
heart-statlog,RandomForest,RandomSearch,93,0.8895461603613777,0.04784854645057545,75,"{'model__max_features': 0.4853657334855829, 'model__max_samples': 0.9833274095218347, 'model__n_estimators': 198}",0.4853657334855829,0.9833274095218347,198.0
heart-statlog,RandomForest,RandomSearch,94,0.8917634810841333,0.04679217992283743,59,"{'model__max_features': 0.9822984253444411, 'model__max_samples': 0.5376731280030641, 'model__n_estimators': 259}",0.9822984253444411,0.5376731280030641,259.0
heart-statlog,RandomForest,RandomSearch,95,0.8867872435535478,0.043230705582968924,107,"{'model__max_features': 0.8660230043651712, 'model__max_samples': 0.6584610025781388, 'model__n_estimators': 227}",0.8660230043651712,0.6584610025781388,227.0
heart-statlog,RandomForest,RandomSearch,96,0.8882502823263693,0.05444531020507036,93,"{'model__max_features': 0.4354181803846444, 'model__max_samples': 0.6973457334047362, 'model__n_estimators': 153}",0.4354181803846444,0.6973457334047362,153.0
heart-statlog,RandomForest,RandomSearch,97,0.8830324204780726,0.048246364670349824,120,"{'model__max_features': 0.7264268170074757, 'model__max_samples': 0.7850305850446825, 'model__n_estimators': 123}",0.7264268170074757,0.7850305850446825,123.0
heart-statlog,RandomForest,RandomSearch,98,0.8912415302089215,0.051582184331624724,62,"{'model__max_features': 0.2880268458538242, 'model__max_samples': 0.8355717584120252, 'model__n_estimators': 250}",0.2880268458538242,0.8355717584120252,250.0
heart-statlog,RandomForest,RandomSearch,99,0.895033996800301,0.054101412829949895,33,"{'model__max_features': 0.22607561371287163, 'model__max_samples': 0.7591648261818684, 'model__n_estimators': 229}",0.22607561371287163,0.7591648261818684,229.0
heart-statlog,RandomForest,RandomSearch,100,0.8863191699604742,0.053479610246574806,111,"{'model__max_features': 0.39029568781474044, 'model__max_samples': 0.9243348974623372, 'model__n_estimators': 236}",0.39029568781474044,0.9243348974623372,236.0
heart-statlog,RandomForest,RandomSearch,101,0.8882552230378318,0.04931714384372234,92,"{'model__max_features': 0.7322356755883983, 'model__max_samples': 0.6797455756098776, 'model__n_estimators': 269}",0.7322356755883983,0.6797455756098776,269.0
heart-statlog,RandomForest,RandomSearch,102,0.8882794560511952,0.04788817005731159,90,"{'model__max_features': 0.8284250399306623, 'model__max_samples': 0.9050566973395904, 'model__n_estimators': 252}",0.8284250399306623,0.9050566973395904,252.0
heart-statlog,RandomForest,RandomSearch,103,0.9001781008846226,0.05362675813867318,9,"{'model__max_features': 0.6503623397791125, 'model__max_samples': 0.5407970902001202, 'model__n_estimators': 234}",0.6503623397791125,0.5407970902001202,234.0
heart-statlog,RandomForest,RandomSearch,104,0.8877759740259741,0.04477621196431001,97,"{'model__max_features': 0.5513646652184797, 'model__max_samples': 0.8991475894833876, 'model__n_estimators': 164}",0.5513646652184797,0.8991475894833876,164.0
heart-statlog,RandomForest,RandomSearch,105,0.8991459627329192,0.0537522627784869,13,"{'model__max_features': 0.16384682529993488, 'model__max_samples': 0.6983919136069442, 'model__n_estimators': 241}",0.16384682529993488,0.6983919136069442,241.0
heart-statlog,RandomForest,RandomSearch,106,0.8852547995482778,0.04431700793824237,114,"{'model__max_features': 0.9010048076358097, 'model__max_samples': 0.6689975784257679, 'model__n_estimators': 191}",0.9010048076358097,0.6689975784257679,191.0
heart-statlog,RandomForest,RandomSearch,107,0.8956305288913985,0.045680838471213375,29,"{'model__max_features': 0.6209784059568029, 'model__max_samples': 0.7192370615090435, 'model__n_estimators': 290}",0.6209784059568029,0.7192370615090435,290.0
heart-statlog,RandomForest,RandomSearch,108,0.8991006728778469,0.04507711533027002,14,"{'model__max_features': 0.13234804641706788, 'model__max_samples': 0.7327990090662301, 'model__n_estimators': 162}",0.13234804641706788,0.7327990090662301,162.0
heart-statlog,RandomForest,RandomSearch,109,0.8887458827404477,0.048458981384427995,84,"{'model__max_features': 0.9836567994794779, 'model__max_samples': 0.9194667510346817, 'model__n_estimators': 157}",0.9836567994794779,0.9194667510346817,157.0
heart-statlog,RandomForest,RandomSearch,110,0.9007126388104648,0.04170991195246669,6,"{'model__max_features': 0.1274502249451445, 'model__max_samples': 0.5186740943746072, 'model__n_estimators': 169}",0.1274502249451445,0.5186740943746072,169.0
heart-statlog,RandomForest,RandomSearch,111,0.895484660267269,0.05284504754038456,30,"{'model__max_features': 0.3729389632059006, 'model__max_samples': 0.7685412135983277, 'model__n_estimators': 200}",0.3729389632059006,0.7685412135983277,200.0
heart-statlog,RandomForest,RandomSearch,112,0.8875397609636739,0.045276971802468285,101,"{'model__max_features': 0.5700189340493239, 'model__max_samples': 0.8849967765493054, 'model__n_estimators': 207}",0.5700189340493239,0.8849967765493054,207.0
heart-statlog,RandomForest,RandomSearch,113,0.8991518445322793,0.055962660301250175,12,"{'model__max_features': 0.6606014282371002, 'model__max_samples': 0.542673732496884, 'model__n_estimators': 208}",0.6606014282371002,0.542673732496884,208.0
heart-statlog,RandomForest,RandomSearch,114,0.8928567899491814,0.04877153568592065,53,"{'model__max_features': 0.27494203059538574, 'model__max_samples': 0.7056769525283393, 'model__n_estimators': 198}",0.27494203059538574,0.7056769525283393,198.0
heart-statlog,RandomForest,RandomSearch,115,0.8872861377752683,0.050894739946738855,104,"{'model__max_features': 0.6736869113483859, 'model__max_samples': 0.8630456668613308, 'model__n_estimators': 112}",0.6736869113483859,0.8630456668613308,112.0
heart-statlog,RandomForest,RandomSearch,116,0.8806517033690946,0.043738111941272854,124,"{'model__max_features': 0.972583180402743, 'model__max_samples': 0.857297552089976, 'model__n_estimators': 246}",0.972583180402743,0.857297552089976,246.0
heart-statlog,RandomForest,RandomSearch,117,0.8906647609636739,0.0455990083057454,68,"{'model__max_features': 0.8156675752918333, 'model__max_samples': 0.6354161256310371, 'model__n_estimators': 191}",0.8156675752918333,0.6354161256310371,191.0
heart-statlog,RandomForest,RandomSearch,118,0.890307618106531,0.04640773115455518,70,"{'model__max_features': 0.7696383786992038, 'model__max_samples': 0.6254302636733307, 'model__n_estimators': 216}",0.7696383786992038,0.6254302636733307,216.0
heart-statlog,RandomForest,RandomSearch,119,0.9007746329757198,0.051538712460565836,5,"{'model__max_features': 0.1727856699554779, 'model__max_samples': 0.7141572374700539, 'model__n_estimators': 239}",0.1727856699554779,0.7141572374700539,239.0
heart-statlog,RandomForest,RandomSearch,120,0.8921523856578204,0.05099058895647604,56,"{'model__max_features': 0.46805764997284294, 'model__max_samples': 0.5866471600354228, 'model__n_estimators': 100}",0.46805764997284294,0.5866471600354228,100.0
heart-statlog,RandomForest,RandomSearch,121,0.8884177959721438,0.051001084128157,89,"{'model__max_features': 0.498117006757994, 'model__max_samples': 0.6198936795787016, 'model__n_estimators': 217}",0.498117006757994,0.6198936795787016,217.0
heart-statlog,RandomForest,RandomSearch,122,0.886683253340862,0.04466342496385507,108,"{'model__max_features': 0.7431363304300561, 'model__max_samples': 0.8300986883588657, 'model__n_estimators': 216}",0.7431363304300561,0.8300986883588657,216.0
heart-statlog,RandomForest,RandomSearch,123,0.896179771315641,0.04687203231668383,24,"{'model__max_features': 0.6744435344590154, 'model__max_samples': 0.7583481287132834, 'model__n_estimators': 291}",0.6744435344590154,0.7583481287132834,291.0
heart-statlog,RandomForest,RandomSearch,124,0.8932275785808393,0.04869239992552776,44,"{'model__max_features': 0.5989186472602607, 'model__max_samples': 0.8058603731171761, 'model__n_estimators': 294}",0.5989186472602607,0.8058603731171761,294.0
heart-statlog,RandomForest,RandomSearch,125,0.8987659984942594,0.05519242445382995,16,"{'model__max_features': 0.32295789055104174, 'model__max_samples': 0.6779863393256308, 'model__n_estimators': 185}",0.32295789055104174,0.6779863393256308,185.0
heart-statlog,RandomForest,BayesSearch,1,0.8893984095614529,0.04976383536110607,102,"{'model__max_features': 0.46909356296798244, 'model__max_samples': 0.8638628715886625, 'model__n_estimators': 287}",0.46909356296798244,0.8638628715886625,287.0
heart-statlog,RandomForest,BayesSearch,2,0.8878552606813477,0.04216783381674558,109,"{'model__max_features': 0.8536495199979559, 'model__max_samples': 0.9416576386904312, 'model__n_estimators': 161}",0.8536495199979559,0.9416576386904312,161.0
heart-statlog,RandomForest,BayesSearch,3,0.8941979578392623,0.044117055809625196,81,"{'model__max_features': 0.5003492610710367, 'model__max_samples': 0.9593612608346885, 'model__n_estimators': 121}",0.5003492610710367,0.9593612608346885,121.0
heart-statlog,RandomForest,BayesSearch,4,0.8897893139469225,0.04754877813126407,100,"{'model__max_features': 0.8311563895216271, 'model__max_samples': 0.5859357806982803, 'model__n_estimators': 220}",0.8311563895216271,0.5859357806982803,220.0
heart-statlog,RandomForest,BayesSearch,5,0.8887062394127611,0.04858785301550745,106,"{'model__max_features': 0.8195980974464558, 'model__max_samples': 0.7190145932204617, 'model__n_estimators': 205}",0.8195980974464558,0.7190145932204617,205.0
heart-statlog,RandomForest,BayesSearch,6,0.8875821099190663,0.04745339764187988,111,"{'model__max_features': 0.7606252161870115, 'model__max_samples': 0.9696848688013859, 'model__n_estimators': 133}",0.7606252161870115,0.9696848688013859,133.0
heart-statlog,RandomForest,BayesSearch,7,0.8878527903256164,0.04401018768663084,110,"{'model__max_features': 0.6553714226520847, 'model__max_samples': 0.8876821894139413, 'model__n_estimators': 172}",0.6553714226520847,0.8876821894139413,172.0
heart-statlog,RandomForest,BayesSearch,8,0.8907306371165065,0.04821239481576193,96,"{'model__max_features': 0.5890627609212813, 'model__max_samples': 0.9600046132186582, 'model__n_estimators': 199}",0.5890627609212813,0.9600046132186582,199.0
heart-statlog,RandomForest,BayesSearch,9,0.8833880340673819,0.0423886674157897,121,"{'model__max_features': 0.9599301876789355, 'model__max_samples': 0.8503107223106829, 'model__n_estimators': 274}",0.9599301876789355,0.8503107223106829,274.0
heart-statlog,RandomForest,BayesSearch,10,0.897860083756823,0.04827602340980823,55,"{'model__max_features': 0.10326727652926891, 'model__max_samples': 0.9089150098318758, 'model__n_estimators': 248}",0.10326727652926891,0.9089150098318758,248.0
heart-statlog,RandomForest,BayesSearch,11,0.8990536184829663,0.03736252665381104,44,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 100}",0.1,0.5,100.0
heart-statlog,RandomForest,BayesSearch,12,0.886732307547525,0.057277858318923,114,"{'model__max_features': 0.24366193718210413, 'model__max_samples': 1.0, 'model__n_estimators': 100}",0.24366193718210413,1.0,100.0
heart-statlog,RandomForest,BayesSearch,13,0.8952711509504987,0.05378586294668146,75,"{'model__max_features': 0.3730628356007445, 'model__max_samples': 0.9763713171420332, 'model__n_estimators': 103}",0.3730628356007445,0.9763713171420332,103.0
heart-statlog,RandomForest,BayesSearch,14,0.8912841144362883,0.050546326919763136,93,"{'model__max_features': 0.24999544987053943, 'model__max_samples': 0.9373557094993756, 'model__n_estimators': 105}",0.24999544987053943,0.9373557094993756,105.0
heart-statlog,RandomForest,BayesSearch,15,0.9029264304536044,0.03833712289809301,32,"{'model__max_features': 0.11250944193043118, 'model__max_samples': 0.503197356547809, 'model__n_estimators': 272}",0.11250944193043118,0.503197356547809,272.0
heart-statlog,RandomForest,BayesSearch,16,0.8961718897044983,0.0487648547707435,67,"{'model__max_features': 0.22533180241368905, 'model__max_samples': 0.5061473843336185, 'model__n_estimators': 300}",0.22533180241368905,0.5061473843336185,300.0
heart-statlog,RandomForest,BayesSearch,17,0.8983622717861849,0.046729744338602525,52,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 300}",0.1,0.5,300.0
heart-statlog,RandomForest,BayesSearch,18,0.8930583003952568,0.06648074745377001,87,"{'model__max_features': 0.36974561328488753, 'model__max_samples': 0.5142679905563871, 'model__n_estimators': 108}",0.36974561328488753,0.5142679905563871,108.0
heart-statlog,RandomForest,BayesSearch,19,0.8954587803500849,0.053040047371606676,73,"{'model__max_features': 0.5207141007363572, 'model__max_samples': 0.5104929004768282, 'model__n_estimators': 102}",0.5207141007363572,0.5104929004768282,102.0
heart-statlog,RandomForest,BayesSearch,20,0.8938164643327686,0.0550016348593887,83,"{'model__max_features': 0.33054674291912667, 'model__max_samples': 0.9434776348866074, 'model__n_estimators': 295}",0.33054674291912667,0.9434776348866074,295.0
heart-statlog,RandomForest,BayesSearch,21,0.9078206757011106,0.037690327774494985,4,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 211}",0.1,0.5,211.0
heart-statlog,RandomForest,BayesSearch,22,0.8807227555053643,0.0427425690414053,124,"{'model__max_features': 0.9978425261941594, 'model__max_samples': 0.5179358407892101, 'model__n_estimators': 111}",0.9978425261941594,0.5179358407892101,111.0
heart-statlog,RandomForest,BayesSearch,23,0.8983923865989082,0.04950430258359489,51,"{'model__max_features': 0.21382092899492797, 'model__max_samples': 0.5016749535376201, 'model__n_estimators': 198}",0.21382092899492797,0.5016749535376201,198.0
heart-statlog,RandomForest,BayesSearch,24,0.8966534914361001,0.05860321511749319,63,"{'model__max_features': 0.6721545045041225, 'model__max_samples': 0.5170135674680209, 'model__n_estimators': 299}",0.6721545045041225,0.5170135674680209,299.0
heart-statlog,RandomForest,BayesSearch,25,0.8926429277244494,0.045027657568035034,89,"{'model__max_features': 0.7405949309822705, 'model__max_samples': 0.9949496842532644, 'model__n_estimators': 295}",0.7405949309822705,0.9949496842532644,295.0
heart-statlog,RandomForest,BayesSearch,26,0.8988875164690382,0.050342009062154844,47,"{'model__max_features': 0.10252468979217753, 'model__max_samples': 0.9778655895797943, 'model__n_estimators': 159}",0.10252468979217753,0.9778655895797943,159.0
heart-statlog,RandomForest,BayesSearch,27,0.8979071381517034,0.05322819387141768,54,"{'model__max_features': 0.40161127880073055, 'model__max_samples': 0.504527947319445, 'model__n_estimators': 211}",0.40161127880073055,0.504527947319445,211.0
heart-statlog,RandomForest,BayesSearch,28,0.8988891633728588,0.05552335888658242,46,"{'model__max_features': 0.6519060951570615, 'model__max_samples': 0.5032551034473948, 'model__n_estimators': 102}",0.6519060951570615,0.5032551034473948,102.0
heart-statlog,RandomForest,BayesSearch,29,0.8963199934123848,0.05703175696474668,66,"{'model__max_features': 0.10043780408947148, 'model__max_samples': 0.9975297955492384, 'model__n_estimators': 241}",0.10043780408947148,0.9975297955492384,241.0
heart-statlog,RandomForest,BayesSearch,30,0.8833388622247318,0.05004344446185395,122,"{'model__max_features': 0.9996410061305454, 'model__max_samples': 0.9965143940318967, 'model__n_estimators': 213}",0.9996410061305454,0.9965143940318967,213.0
heart-statlog,RandomForest,BayesSearch,31,0.8986175418784115,0.04654309163698247,50,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 298}",0.1,0.5,298.0
heart-statlog,RandomForest,BayesSearch,32,0.9026457509881423,0.04930243276239899,33,"{'model__max_features': 0.1, 'model__max_samples': 0.624149656967466, 'model__n_estimators': 203}",0.1,0.624149656967466,203.0
heart-statlog,RandomForest,BayesSearch,33,0.8998128411443627,0.053821145119430286,40,"{'model__max_features': 0.5052047281590363, 'model__max_samples': 0.5102442121829645, 'model__n_estimators': 290}",0.5052047281590363,0.5102442121829645,290.0
heart-statlog,RandomForest,BayesSearch,34,0.9073868341803125,0.03771004029433918,6,"{'model__max_features': 0.12659517310388493, 'model__max_samples': 0.5, 'model__n_estimators': 210}",0.12659517310388493,0.5,210.0
heart-statlog,RandomForest,BayesSearch,35,0.8953029126670431,0.04796090358694822,74,"{'model__max_features': 0.1, 'model__max_samples': 0.7767370157388138, 'model__n_estimators': 100}",0.1,0.7767370157388138,100.0
heart-statlog,RandomForest,BayesSearch,36,0.9061231884057971,0.03869765300395741,13,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 187}",0.1,0.5,187.0
heart-statlog,RandomForest,BayesSearch,37,0.9019391116130248,0.03965702422067502,35,"{'model__max_features': 0.10974718095852842, 'model__max_samples': 0.5289938940159178, 'model__n_estimators': 223}",0.10974718095852842,0.5289938940159178,223.0
