dataset,data_fraction,model,tuning_method,iteration,AUC,rf__max_depth,rf__min_samples_split,rf__n_estimators,xgb__learning_rate,xgb__max_depth,xgb__n_estimators,xgb__subsample,sgd__alpha,sgd__l1_ratio,sgd__penalty
phoneme,1.0,SGDClassifier,BayesSearch,40,0.8104208048818995,,,,,,,,0.003100572548863998,2.1838890183896106e-05,l2
ozone-level-8hr,0.25,RandomForest,RandomSearch,1,0.8399646805896805,8,21,862,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,2,0.8344933001183001,16,12,73,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,3,0.8386130448630449,30,22,616,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,4,0.8415217774592774,27,20,216,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,5,0.8382808945308945,12,12,89,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,6,0.8460386522886523,22,5,873,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,7,0.8464155917280918,25,4,663,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,8,0.8475575006825007,22,3,345,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,9,0.8364207957957959,13,31,807,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,10,0.8265441577941577,3,29,278,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,11,0.8247875716625717,2,13,315,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,12,0.8373481435981436,23,30,749,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,13,0.8410558285558285,26,18,476,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,14,0.8457039425789425,28,11,477,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,15,0.8392019860769862,29,17,784,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,16,0.8364199426699427,31,31,688,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,17,0.8376851283101283,31,20,877,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,18,0.8390364796614797,24,21,833,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,19,0.8467928155428155,26,4,486,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,20,0.8056599212849213,20,8,22,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,21,0.8434615012740012,10,8,275,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,22,0.8408908908908909,5,26,317,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,23,0.8381040131040132,15,19,778,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,24,0.8397118709618709,27,22,899,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,25,0.8356595231595232,21,29,368,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,26,0.8442216364091364,29,8,429,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,27,0.8435119778869778,30,9,944,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,28,0.8200572731822733,4,15,82,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,29,0.8387009168259167,5,19,873,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,30,0.8481441668941669,5,3,391,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,31,0.842582355082355,23,11,773,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,32,0.8371786559286559,23,30,704,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,33,0.8412295818545819,19,27,557,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,34,0.8355784762034761,3,11,959,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,35,0.839289858039858,5,15,864,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,36,0.8397130084630084,17,16,457,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,37,0.8361637205387206,15,24,253,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,38,0.835660945035945,26,31,297,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,39,0.8399595618345619,22,17,750,,,,,,,
ozone-level-8hr,0.25,RandomForest,RandomSearch,40,0.8130260942760943,19,16,54,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,1,0.8369261306761306,14,24,933,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,2,0.8391226453726455,27,28,305,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,3,0.8307591682591683,15,30,107,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,4,0.8485681704431705,26,7,599,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,5,0.8430040836290836,26,15,528,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,6,0.8359114796614797,24,30,165,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,7,0.8374280530530529,21,25,360,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,8,0.8367529461279462,18,30,497,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,9,0.8393737487487487,31,23,872,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,10,0.8195559195559194,2,27,742,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,11,0.5711772852397852,32,2,2,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,12,0.8424984643734643,32,9,811,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,13,0.8437676312676312,32,2,1000,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,14,0.8377695877695879,32,32,1000,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,15,0.8424967581217582,32,15,1000,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,16,0.8464666370916372,32,2,699,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,17,0.818966693966694,2,32,272,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,18,0.6843304952679952,32,32,2,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,19,0.8219998407498408,2,2,1000,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,20,0.8365029802529802,17,32,223,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,21,0.8371755278005277,32,32,398,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,22,0.5936591420966422,2,32,2,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,23,0.8251211438711439,2,2,550,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,24,0.8365877240877241,32,32,633,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,25,0.8500125125125125,32,2,420,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,26,0.8219159500409501,2,2,852,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,27,0.8343849531349532,32,32,137,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,28,0.8443616912366911,32,2,922,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,29,0.8531768984893984,32,2,333,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,30,0.8226483585858586,2,32,159,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,31,0.8547813438438439,18,2,303,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,32,0.826471642096642,2,2,394,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,33,0.8470548673673675,12,2,663,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,34,0.8562603796978797,28,2,266,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,35,0.8544076747201748,14,2,242,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,36,0.8186245904995905,2,32,617,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,37,0.8372639685139684,32,32,758,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,38,0.8448223791973792,19,2,750,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,39,0.8558396464646465,20,2,271,,,,,,,
ozone-level-8hr,0.25,RandomForest,BayesSearch,40,0.8472153972153973,32,4,499,,,,,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,1,0.868008918008918,,,,0.013292918943162162,13,1296,0.7587945476302645,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,2,0.847466784966785,,,,0.06251373574521747,7,123,0.2403950683025824,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,3,0.8475953225953226,,,,0.001493656855461763,8,1398,0.6410035105688879,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,4,0.8629567067067067,,,,0.13311216080736882,6,1334,0.9729188669457949,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,5,0.7964208526708527,,,,0.31428808908401085,6,387,0.26364247048639056,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,6,0.8707101988351988,,,,0.0035498788321965016,12,1339,0.5722807884690141,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,7,0.8460832992082992,,,,0.019762189340280067,1,476,0.6506676052501416,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,8,0.8424228205478206,,,,0.00262108787826544,12,701,0.4297256589643226,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,9,0.874149717899718,,,,0.023345864076016232,14,564,0.4442157921404465,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,10,0.84937864000364,,,,0.890620438616168,9,1156,0.8739463660626885,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,11,0.8498111748111747,,,,0.10988100318524602,9,168,0.11193846504387989,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,12,0.7875469219219219,,,,0.6708188643346283,14,243,0.4468748522859245,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,13,0.8364256301756302,,,,0.0011166029133981342,2,1365,0.31692291942341055,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,14,0.8649749180999181,,,,0.11214774784159455,12,510,0.849875420562548,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,15,0.8359319546819546,,,,0.0033120277014659447,1,1957,0.2640124790092561,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,16,0.8042980480480479,,,,0.18453732926615923,14,1415,0.28714749658136995,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,17,0.8723982505232506,,,,0.05047786565710605,13,704,0.8580562971354987,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,18,0.8657458594958596,,,,0.022349221517675502,10,1983,0.9339929792144148,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,19,0.7979766698516699,,,,0.15199034037054074,8,1487,0.27638457617723067,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,20,0.8502747065247065,,,,0.0013667272915456217,8,1750,0.4498095607205338,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,21,0.8645301551551552,,,,0.0065169906111771725,5,793,0.4210779940242304,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,22,0.8446065383565384,,,,0.006963114377829285,12,494,0.2268318024772864,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,23,0.833060333060333,,,,0.25502980701628913,1,1882,0.9881982429404655,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,24,0.8279927654927655,,,,0.20736445177905022,12,649,0.10496990541124217,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,25,0.8304275866775868,,,,0.27950159165083344,1,393,0.7561064512368886,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,26,0.8256699881699883,,,,0.20597335357437185,5,1515,0.4226191556898453,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,27,0.8016775298025298,,,,0.002226420430376967,7,202,0.6609683141448022,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,28,0.8626191532441533,,,,0.009833181933644887,7,408,0.7019571273972466,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,29,0.809028630903631,,,,0.09948716832761018,12,1897,0.3472496136910578,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,30,0.8662617162617163,,,,0.04827588872094673,3,614,0.9745408858501934,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,31,0.8041279916279915,,,,0.35216117382054263,5,1243,0.31238642777406017,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,32,0.8453373828373829,,,,0.005864148617634939,11,394,0.7395966007172087,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,33,0.8460409272909273,,,,0.0021511587551819597,12,1486,0.2815472821018566,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,34,0.831525844025844,,,,0.4867329944599205,1,565,0.6069480147787453,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,35,0.8525107493857493,,,,0.12205294397769414,5,1432,0.6439756413500355,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,36,0.8652402402402403,,,,0.04164120360093465,13,1061,0.9485682135021829,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,37,0.8644900582400582,,,,0.06260318075113791,3,1111,0.8924210551137319,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,38,0.800350919100919,,,,0.07465555774745708,14,1978,0.19494483384724354,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,39,0.8542349167349167,,,,0.023420907100434138,12,1581,0.4748589530833296,,,
ozone-level-8hr,0.25,XGBoost,RandomSearch,40,0.8059303621803622,,,,0.4465198567657794,10,1373,0.42066805426927745,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,1,0.8467996405496405,,,,0.016994636371262764,11,1866,0.3842196341383438,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,2,0.8647081740831741,,,,0.3252108800594495,13,608,0.9561015159339965,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,3,0.8703641141141141,,,,0.02160217783087772,14,212,0.4899995216832027,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,4,0.8371644371644371,,,,0.2736452822078245,3,1197,0.8224883030406795,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,5,0.8382516038766039,,,,0.25041499136197737,7,1054,0.7441419358963297,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,6,0.8117250773500774,,,,0.15925169151603527,14,329,0.26958276258888714,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,7,0.866843548093548,,,,0.07099668574083867,12,719,0.8868927658010121,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,8,0.8691987441987442,,,,0.042678505501429924,14,994,0.853890793354474,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,9,0.804953533078533,,,,0.7352481813242628,11,1744,0.47423897882150823,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,10,0.8369303963053962,,,,0.0010253943538922508,12,1483,0.32909883207764046,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,11,0.7165034352534352,,,,0.014158863042566253,15,2,0.6866773078348659,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,12,0.8606945013195013,,,,0.0023848052775312994,15,1325,0.9583717294931414,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,13,0.8247838747838747,,,,0.0017492738354687519,7,373,0.5022747260687009,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,14,0.7202906031031031,,,,0.001362917396580815,15,2,0.4373786155899162,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,15,0.846853103103103,,,,0.14457051817634892,12,666,0.8089993188807745,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,16,0.8572996291746291,,,,0.05621052443562974,12,929,0.7123538822004506,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,17,0.8644741332241332,,,,0.006948404732204922,15,801,0.9866601137799107,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,18,0.7980673855673855,,,,0.002020290759124727,2,530,0.9874331464621369,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,19,0.8543648762398762,,,,0.0972660076658212,8,777,0.8751853283072891,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,20,0.7215102886977887,,,,0.0011362919695164693,1,188,0.9635263024545337,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,21,0.867256461006461,,,,0.01107371302474997,15,1158,0.971446117587388,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,22,0.8538538538538538,,,,0.005271407084607065,11,1244,0.1,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,23,0.8134148352898354,,,,0.0010239864679885023,1,2000,0.42772660197206414,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,24,0.8741773023023023,,,,0.01022717687943726,15,1068,0.8315722441336394,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,25,0.8429642710892711,,,,0.001,15,801,0.1,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,26,0.7853899353899354,,,,1.0,15,1008,0.1,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,27,0.8505070411320411,,,,0.012280435286650283,15,427,0.24682226989119577,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,28,0.8756671444171444,,,,0.022451074269250935,15,297,0.49220294704740786,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,29,0.8503264628264628,,,,1.0,14,320,1.0,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,30,0.793687153062153,,,,0.001,1,1085,0.5551688890851548,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,31,0.860422922922923,,,,0.010195071508870267,15,1828,1.0,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,32,0.8256608881608882,,,,0.023357378857355927,14,1080,0.15770854863730618,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,33,0.858983983983984,,,,0.007695494945817239,15,1748,0.1,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,34,0.8767699517699518,,,,0.021474780508289756,2,358,0.45101401231924554,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,35,0.8637967512967513,,,,0.04767001062415192,15,653,1.0,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,36,0.8586469992719993,,,,0.413289297062572,14,2000,1.0,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,37,0.8732436982436983,,,,0.013731693368225991,15,872,0.8464241260472276,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,38,0.8675155268905268,,,,0.015617989556342625,14,1504,0.8339035497381557,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,39,0.7962525025025025,,,,0.15085711619796133,3,2000,0.1,,,
ozone-level-8hr,0.25,XGBoost,BayesSearch,40,0.8589006620256621,,,,0.07349793361782632,15,1673,1.0,,,
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,1,0.9003853285103285,,,,,,,,7.459343285726545e-05,0.9507143064099162,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,2,0.8830330330330329,,,,,,,,0.007915074397656213,0.596850157946487,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,3,0.7580509486759487,,,,,,,,6.025215736203857e-06,0.05808361216819946,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,4,0.8976772226772227,,,,,,,,0.0010129197956845733,0.7080725777960455,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,5,0.7644269269269269,,,,,,,,1.914511128571072e-06,0.7219987722668247,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,6,0.8650251103376103,,,,,,,,1.152644954031561e-05,0.18182496720710062,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,7,0.8903163106288107,,,,,,,,0.0012229467525390603,0.6116531604882809,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,8,0.8946497633997634,,,,,,,,0.00014445251022763062,0.2912291401980419,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,9,0.9027045511420511,,,,,,,,9.984006580328649e-05,0.04666566321361543,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,10,0.9032061891436891,,,,,,,,0.00019069966103000426,0.7851759613930136,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,11,0.8990646896896897,,,,,,,,8.171653749019031e-05,0.9832308858067882,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,12,0.7187679156429156,,,,,,,,1.707072883030664e-06,0.6075448519014384,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,13,0.891101612976613,,,,,,,,0.00017885301261862016,0.013264961159866528,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,14,0.880924959049959,,,,,,,,0.06732248920775338,0.8083973481164611,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,15,0.7040766618891618,,,,,,,,1.201797402730995e-06,0.230893825622149,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,16,0.8923807330057331,,,,,,,,0.002608060094552367,0.6099966577826209,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,17,0.9033104126854127,,,,,,,,7.359075652019385e-06,0.3910606075732408,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,18,0.8913535694785695,,,,,,,,0.0020540519425388455,0.31171107608941095,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,19,0.887888741013741,,,,,,,,1.0957420145894568e-05,0.5677003278199915,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,20,0.5,,,,,,,,0.07045683638454502,0.7751328233611146,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,21,0.8991969241969242,,,,,,,,9.456951897345889e-05,0.9266588657937942,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,22,0.882948857948858,,,,,,,,0.040679084943595456,0.0884925020519195,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,23,0.8914496883246883,,,,,,,,0.00040194932171246393,0.9611720243493491,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,24,0.8990413709163709,,,,,,,,8.777815504719653e-05,0.2713490317738959,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,25,0.8898514992264992,,,,,,,,0.0008585306974480479,0.965255307264138,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,26,0.8464467308217308,,,,,,,,5.0654860639753525e-06,0.8021969807540397,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,27,0.7055568352443352,,,,,,,,1.1972422479639328e-06,0.4234014807063696,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,28,0.8685948732823732,,,,,,,,9.853225172032555e-06,0.005522117123602399,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,29,0.8699484996359996,,,,,,,,9.867611000082876e-06,0.71134195274865,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,30,0.8837027368277368,,,,,,,,0.007183758655813992,0.07404465173409036,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,31,0.8896015333515332,,,,,,,,0.0018004668413421285,0.9149596755437808,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,32,0.8903148887523887,,,,,,,,0.001307647338292854,0.3308980248526492,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,33,0.8682270338520338,,,,,,,,3.588488911386258e-05,0.32518332202674705,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,34,0.8910325097825098,,,,,,,,0.0009046673956058785,0.27472179299006416,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,35,0.9056461290836291,,,,,,,,0.00022965432344634342,0.1195942459383017,l1
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,36,0.8823439917189918,,,,,,,,0.017561803816666714,0.7217295211648732,elasticnet
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,37,0.8829426016926016,,,,,,,,0.007158728631500196,0.49379559636439074,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,38,0.8843778437528438,,,,,,,,0.0035753161317240768,0.11089082081183133,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,39,0.9037274490399491,,,,,,,,1.0199902295182438e-05,0.8957635956735194,l2
ozone-level-8hr,0.25,SGDClassifier,RandomSearch,40,0.8676136363636364,,,,,,,,3.730610475453591e-05,0.5085706911647028,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,1,0.8997053872053872,,,,,,,,0.00011233621690895234,0.7277257431773251,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,2,0.8836219742469743,,,,,,,,0.01537948446580078,0.8833152773808622,l2
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,3,0.8936390936390937,,,,,,,,0.00016755699440936588,0.9187225216693771,l2
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,4,0.8795778733278734,,,,,,,,0.011533999859559564,0.1718715613965607,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,5,0.8742628992628994,,,,,,,,0.009948719998234101,0.43802918644092337,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,6,0.8834490740740741,,,,,,,,0.0046788604247112444,0.9393697376027718,l2
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,7,0.8942200723450723,,,,,,,,0.0012172976749510152,0.7753643788278826,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,8,0.8984646578396579,,,,,,,,0.0005212131190318165,0.9200092264373164,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,9,0.851691322003822,,,,,,,,0.05989491205267932,0.700621444621366,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,10,0.7195600429975431,,,,,,,,1.0426811836320545e-06,0.8178300196637516,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,11,0.8906926813176813,,,,,,,,0.0005230540128385142,0.0,l2
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,12,0.8927579568204569,,,,,,,,0.00023440900183817928,0.0,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,13,0.8864600395850396,,,,,,,,6.261642129723039e-05,1.0,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,14,0.8972577691327692,,,,,,,,0.0002830206410507592,1.0,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,15,0.9060361497861498,,,,,,,,0.00023082059982600174,0.9798117632132021,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,16,0.8971778596778597,,,,,,,,0.00013578913159689184,0.019639250014721003,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,17,0.8965446981071981,,,,,,,,0.00022658335299880552,1.0,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,18,0.8865658271908272,,,,,,,,2.3036459909686727e-05,0.03125857128237098,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,19,0.89002184002184,,,,,,,,0.0015047221425798923,0.0006738723265202752,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,20,0.8514505983255983,,,,,,,,1.2024588327258424e-05,0.9895048412490656,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,21,0.8984912469287469,,,,,,,,0.00012547636632736733,0.0,elasticnet
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,22,0.9013854763854764,,,,,,,,6.038456630585326e-05,0.0014018390689016782,l2
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,23,0.5,,,,,,,,0.09986079387194531,0.37855312283032205,l1
ozone-level-8hr,0.25,SGDClassifier,BayesSearch,24,0.6893359268359268,,,,,,,,1e-06,0.8484252333789858,l1
