dataset,data_fraction,model,tuning_method,iteration,AUC,rf__max_depth,rf__min_samples_split,rf__n_estimators,xgb__learning_rate,xgb__max_depth,xgb__n_estimators,xgb__subsample,sgd__alpha,sgd__l1_ratio,sgd__penalty
qsar-biodeg,0.25,SGDClassifier,BayesSearch,17,0.9089254615116684,,,,,,,,0.0682675479782642,1.0,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,18,0.8185591547660513,,,,,,,,0.1,0.3367426966571317,l1
qsar-biodeg,0.25,SGDClassifier,BayesSearch,19,0.8226285846975503,,,,,,,,1e-06,0.49376592303317446,l1
qsar-biodeg,0.25,SGDClassifier,BayesSearch,20,0.8978114478114478,,,,,,,,0.005904067123815535,0.026736469815050214,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,21,0.908786137234413,,,,,,,,0.03175175193399174,0.0,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,22,0.8588616045512598,,,,,,,,5.4295880753917106e-05,0.26431744539325197,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,23,0.8669453152211772,,,,,,,,3.834792586474079e-05,0.025438101793814345,l1
qsar-biodeg,0.25,SGDClassifier,BayesSearch,24,0.8660251944734703,,,,,,,,0.0016167678028736004,0.9924884118175011,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,25,0.9057645419714385,,,,,,,,0.014868858086162317,0.03181174201016431,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,26,0.8630456867525833,,,,,,,,8.090883938729952e-06,0.9935132765867577,l1
qsar-biodeg,0.25,SGDClassifier,BayesSearch,27,0.8790099268547544,,,,,,,,0.00034227197590331655,0.18256884796707895,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,28,0.8627046325322187,,,,,,,,6.5628586017228574e-06,0.8522673297838582,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,29,0.8651602229188435,,,,,,,,0.00013764776480053903,0.013959453363426588,l1
qsar-biodeg,0.25,SGDClassifier,BayesSearch,30,0.8619644723092998,,,,,,,,4.100093541901162e-06,0.9635088471514285,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,31,0.8866611517473587,,,,,,,,2.606557017938074e-05,0.010551313539473141,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,32,0.9098513874375944,,,,,,,,0.1,0.6583833199840368,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,33,0.8858789039823523,,,,,,,,0.02638974725908513,0.9514142046493627,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,34,0.9089254615116684,,,,,,,,0.06853196110132347,0.0,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,35,0.8841547660513177,,,,,,,,0.0007188818504869807,0.9820410114508363,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,36,0.9090415650760478,,,,,,,,0.03243859853535991,1.0,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,37,0.8995152676187159,,,,,,,,0.007486487880842494,0.015677139474276517,l2
qsar-biodeg,0.25,SGDClassifier,BayesSearch,38,0.9085132938581215,,,,,,,,0.029308186321640627,0.01186473284256884,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,39,0.9098426796702659,,,,,,,,0.09096139003932985,0.011502388819684019,elasticnet
qsar-biodeg,0.25,SGDClassifier,BayesSearch,40,0.8690525949146639,,,,,,,,5.4832921747728775e-05,0.9777090153234923,l1
qsar-biodeg,0.5,RandomForest,RandomSearch,1,0.917051714913009,8,21,862,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,2,0.917574306747108,16,12,73,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,3,0.9172125975535506,30,22,616,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,4,0.9164723898083061,27,20,216,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,5,0.9195922584454161,12,12,89,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,6,0.9241047213151048,22,5,873,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,7,0.9252642940167155,25,4,663,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,8,0.9235623881478201,22,3,345,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,9,0.9114527407243409,13,31,807,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,10,0.9010553310824523,3,29,278,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,11,0.8832886847106142,2,13,315,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,12,0.9127726425711702,23,30,749,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,13,0.918985627571447,26,18,476,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,14,0.9225938635818527,28,11,477,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,15,0.9185721665651925,29,17,784,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,16,0.9113230383203262,31,31,688,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,17,0.9172140735410785,31,20,877,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,18,0.9167297651334847,24,21,833,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,19,0.9243338683788123,26,4,486,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,20,0.9101804394752864,20,8,22,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,21,0.9241082267854837,10,8,275,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,22,0.9115717422187782,5,26,317,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,23,0.9176347299865316,15,19,778,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,24,0.9160877105588459,27,22,899,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,25,0.9119641704027601,21,29,368,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,26,0.9234931089832291,29,8,429,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,27,0.9228818656482353,30,9,944,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,28,0.9111562517296727,4,15,82,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,29,0.9151868046715006,5,19,873,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,30,0.9220768989502038,5,3,391,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,31,0.9221418424014316,23,11,773,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,32,0.9124822420250549,23,30,704,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,33,0.9142801793324846,19,27,557,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,34,0.9021853840335049,3,11,959,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,35,0.9157995239940222,5,15,864,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,36,0.9186987324957104,17,16,457,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,37,0.9133492001992584,15,24,253,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,38,0.9118979354624452,26,31,297,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,39,0.918830464382576,22,17,750,,,,,,,
qsar-biodeg,0.5,RandomForest,RandomSearch,40,0.9133027065921293,19,16,54,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,1,0.9156681611040387,14,24,933,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,2,0.9124150845925352,27,28,305,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,3,0.9112239626575156,15,30,107,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,4,0.924459696315566,26,7,599,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,5,0.9202119887086954,26,15,528,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,6,0.9103173373184996,24,30,165,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,7,0.9147949299828417,21,25,360,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,8,0.9119337281599971,18,30,497,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,9,0.9163775576096382,31,23,872,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,10,0.8798714045866313,2,27,742,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,11,0.8249465877013339,16,2,2,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,12,0.8788424567812403,2,8,810,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,13,0.9236883083337946,27,7,540,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,14,0.9024739395952105,3,7,989,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,15,0.9186336045460415,29,17,994,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,16,0.9261153853249939,32,2,754,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,17,0.9261608641906977,21,2,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,18,0.9103236102654932,22,32,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,19,0.9261608641906977,32,2,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,20,0.8818335455065405,2,32,192,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,21,0.9222047563698088,16,11,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,22,0.9260485046401358,26,2,872,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,23,0.9259200014759875,32,2,375,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,24,0.8350841312890905,32,17,2,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,25,0.9258883599933581,32,2,932,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,26,0.9254096787882142,32,2,537,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,27,0.9109697238058339,22,32,729,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,28,0.8790664378885998,2,32,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,29,0.9232702348665154,23,3,781,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,30,0.9258741536134021,20,2,430,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,31,0.9104538661648309,32,32,569,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,32,0.9256144720577112,24,2,338,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,33,0.9226857438054648,5,2,349,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,34,0.8815174996771278,2,2,478,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,35,0.9169873249571041,28,20,1000,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,36,0.9244221508828251,12,2,309,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,37,0.9257133632220809,32,2,655,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,38,0.9214673161011789,29,12,722,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,39,0.8821575247689157,2,2,247,,,,,,,
qsar-biodeg,0.5,RandomForest,BayesSearch,40,0.9183443109905721,17,17,840,,,,,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,1,0.9162035755797864,,,,0.013292918943162162,13,1296,0.7587945476302645,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,2,0.9175389752956586,,,,0.06251373574521747,7,123,0.2403950683025824,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,3,0.9161891847013892,,,,0.001493656855461763,8,1398,0.6410035105688879,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,4,0.907474216342872,,,,0.13311216080736882,6,1334,0.9729188669457949,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,5,0.8799258316267228,,,,0.31428808908401085,6,387,0.26364247048639056,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,6,0.9225591778749469,,,,0.0035498788321965016,12,1339,0.5722807884690141,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,7,0.9199638383055663,,,,0.019762189340280067,1,476,0.6506676052501416,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,8,0.9159021051272116,,,,0.00262108787826544,12,701,0.4297256589643226,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,9,0.9191629305732367,,,,0.023345864076016232,14,564,0.4442157921404465,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,10,0.899017730300179,,,,0.890620438616168,9,1156,0.8739463660626885,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,11,0.9059022896256526,,,,0.10988100318524602,9,168,0.11193846504387989,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,12,0.8909498902234276,,,,0.6708188643346283,14,243,0.4468748522859245,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,13,0.899688013136289,,,,0.0011166029133981342,2,1365,0.31692291942341055,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,14,0.9104315418534714,,,,0.11214774784159455,12,510,0.849875420562548,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,15,0.9101883729082488,,,,0.0033120277014659447,1,1957,0.2640124790092561,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,16,0.8964797697459457,,,,0.18453732926615923,14,1415,0.28714749658136995,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,17,0.912746997287873,,,,0.05047786565710605,13,704,0.8580562971354987,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,18,0.9112365085515027,,,,0.022349221517675502,10,1983,0.9339929792144148,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,19,0.8915267245991771,,,,0.15199034037054074,8,1487,0.27638457617723067,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,20,0.9185452297928083,,,,0.0013667272915456217,8,1750,0.4498095607205338,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,21,0.9241045368166639,,,,0.0065169906111771725,5,793,0.4210779940242304,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,22,0.9143617276434014,,,,0.006963114377829285,12,494,0.2268318024772864,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,23,0.8999084887732699,,,,0.25502980701628913,1,1882,0.9881982429404655,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,24,0.8972845519455361,,,,0.20736445177905022,12,649,0.10496990541124217,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,25,0.9110326377742108,,,,0.27950159165083344,1,393,0.7561064512368886,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,26,0.8988542646814635,,,,0.20597335357437185,5,1515,0.4226191556898453,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,27,0.8993736277928451,,,,0.002226420430376967,7,202,0.6609683141448022,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,28,0.9217863139056475,,,,0.009833181933644887,7,408,0.7019571273972466,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,29,0.8966712791276914,,,,0.09948716832761018,12,1897,0.3472496136910578,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,30,0.9110647405029427,,,,0.04827588872094673,3,614,0.9745408858501934,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,31,0.8912708252615266,,,,0.35216117382054263,5,1243,0.31238642777406017,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,32,0.9179564952676149,,,,0.005864148617634939,11,394,0.7395966007172087,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,33,0.9172264349366248,,,,0.0021511587551819597,12,1486,0.2815472821018566,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,34,0.8952921532813047,,,,0.4867329944599205,1,565,0.6069480147787453,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,35,0.9002097747274036,,,,0.12205294397769414,5,1432,0.6439756413500355,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,36,0.9096236231803841,,,,0.04164120360093465,13,1061,0.9485682135021829,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,37,0.9068952602350511,,,,0.06260318075113791,3,1111,0.8924210551137319,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,38,0.8946834929244847,,,,0.07465555774745708,14,1978,0.19494483384724354,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,39,0.9119156473127802,,,,0.023420907100434138,12,1581,0.4748589530833296,,,
qsar-biodeg,0.5,XGBoost,RandomSearch,40,0.8931529861072675,,,,0.4465198567657794,10,1373,0.42066805426927745,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,1,0.9116885297319237,,,,0.016994636371262764,11,1866,0.3842196341383438,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,2,0.9027547462223944,,,,0.3252108800594495,13,608,0.9561015159339965,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,3,0.9237530672865815,,,,0.02160217783087772,14,212,0.4899995216832027,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,4,0.8981494806368886,,,,0.2736452822078245,3,1197,0.8224883030406795,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,5,0.9015032010479511,,,,0.25041499136197737,7,1054,0.7441419358963297,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,6,0.9075146215014482,,,,0.15925169151603527,14,329,0.26958276258888714,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,7,0.9100188188409808,,,,0.07099668574083867,12,719,0.8868927658010121,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,8,0.9132945886607258,,,,0.042678505501429924,14,994,0.853890793354474,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,9,0.8919473810446302,,,,0.7352481813242628,11,1744,0.47423897882150823,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,10,0.9117864984040885,,,,0.0010253943538922508,12,1483,0.32909883207764046,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,11,0.8745491780594453,,,,0.004141135061201807,15,2,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,12,0.7428191361782992,,,,0.025540555926612658,1,2,0.12668955846034852,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,13,0.9169413848452981,,,,0.007873912666609917,15,2000,0.45799990714699,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,14,0.8056677921071568,,,,0.001,1,338,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,15,0.7899534141436505,,,,1.0,1,2,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,16,0.9036751166952639,,,,0.001,4,2000,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,17,0.8891974317817015,,,,0.001,15,936,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,18,0.8823220973782772,,,,0.001,1,2000,0.16607678570158332,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,19,0.902807328278076,,,,0.001,15,588,0.5750591588017322,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,20,0.8961892769506098,,,,0.001,15,2000,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,21,0.8959807014630726,,,,0.001,15,2000,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,22,0.8875910961052379,,,,0.001,5,1372,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,23,0.8607922363056033,,,,0.7187773767354305,7,2000,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,24,0.8998518477518865,,,,0.5156072978330629,2,2000,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,25,0.9055240678216269,,,,0.001,11,684,0.5039727104940136,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,26,0.9169924909134518,,,,0.001,8,2000,0.6195468571074384,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,27,0.8520231176546559,,,,0.593814924857058,15,2,0.6024608056063091,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,28,0.9205228685817604,,,,0.01815773599518393,14,394,0.3515064108310243,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,29,0.8958783048283242,,,,1.0,15,1374,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,30,0.9063976679397059,,,,0.008271297932774464,13,284,0.9749464609562806,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,31,0.9098472352908618,,,,0.04993864076863485,15,1642,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,32,0.9100261065293997,,,,0.040201718397122575,15,292,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,33,0.8764864116898212,,,,0.3205671932856115,15,2000,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,34,0.9097252818213686,,,,0.013291953190938522,10,1426,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,35,0.9083140532462501,,,,0.023158859356600746,15,582,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,36,0.9076227375878674,,,,0.057970971859394434,10,2000,1.0,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,37,0.9190998321064188,,,,0.02507073003260251,15,492,0.6019110488811794,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,38,0.879735613734064,,,,0.004870244549684349,15,136,0.1,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,39,0.9160262725779966,,,,0.03773027800432606,1,2000,0.9213624257381752,,,
qsar-biodeg,0.5,XGBoost,BayesSearch,40,0.9153943654176122,,,,0.021225986998502783,13,711,0.5031260045380607,,,
qsar-biodeg,0.5,SGDClassifier,RandomSearch,1,0.8955324625006919,,,,,,,,7.459343285726545e-05,0.9507143064099162,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,2,0.9280660873415619,,,,,,,,0.007915074397656213,0.596850157946487,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,3,0.8724123171159204,,,,,,,,6.025215736203857e-06,0.05808361216819946,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,4,0.8918844670762531,,,,,,,,0.0010129197956845733,0.7080725777960455,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,5,0.8759017361303296,,,,,,,,1.914511128571072e-06,0.7219987722668247,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,6,0.8910833748454825,,,,,,,,1.152644954031561e-05,0.18182496720710062,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,7,0.9178531761406616,,,,,,,,0.0012229467525390603,0.6116531604882809,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,8,0.8759500747218686,,,,,,,,0.00014445251022763062,0.2912291401980419,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,9,0.8814276489363665,,,,,,,,9.984006580328649e-05,0.04666566321361543,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,10,0.8856688990978027,,,,,,,,0.00019069966103000426,0.7851759613930136,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,11,0.9088099850556263,,,,,,,,8.171653749019031e-05,0.9832308858067882,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,12,0.8662160292245531,,,,,,,,1.707072883030664e-06,0.6075448519014384,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,13,0.8663664877031789,,,,,,,,0.00017885301261862016,0.013264961159866528,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,14,0.9309933396062803,,,,,,,,0.06732248920775338,0.8083973481164611,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,15,0.8767509824541984,,,,,,,,1.201797402730995e-06,0.230893825622149,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,16,0.9206826442316562,,,,,,,,0.002608060094552367,0.6099966577826209,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,17,0.8553121713621519,,,,,,,,7.359075652019385e-06,0.3910606075732408,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,18,0.90118558698179,,,,,,,,0.0020540519425388455,0.31171107608941095,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,19,0.8779930259589307,,,,,,,,1.0957420145894568e-05,0.5677003278199915,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,20,0.8743144960425084,,,,,,,,0.07045683638454502,0.7751328233611146,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,21,0.8842026899872696,,,,,,,,9.456951897345889e-05,0.9266588657937942,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,22,0.934054537739156,,,,,,,,0.040679084943595456,0.0884925020519195,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,23,0.9104047895795281,,,,,,,,0.00040194932171246393,0.9611720243493491,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,24,0.905383111012712,,,,,,,,8.777815504719653e-05,0.2713490317738959,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,25,0.9139916237707791,,,,,,,,0.0008585306974480479,0.965255307264138,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,26,0.8753697348757403,,,,,,,,5.0654860639753525e-06,0.8021969807540397,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,27,0.8539138576779026,,,,,,,,1.1972422479639328e-06,0.4234014807063696,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,28,0.8667527351893876,,,,,,,,9.853225172032555e-06,0.005522117123602399,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,29,0.8823233888673641,,,,,,,,9.867611000082876e-06,0.71134195274865,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,30,0.9328034538108153,,,,,,,,0.007183758655813992,0.07404465173409036,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,31,0.9251558089334144,,,,,,,,0.0018004668413421285,0.9149596755437808,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,32,0.9179520673050312,,,,,,,,0.001307647338292854,0.3308980248526492,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,33,0.888408516448036,,,,,,,,3.588488911386258e-05,0.32518332202674705,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,34,0.9149264773712662,,,,,,,,0.0009046673956058785,0.27472179299006416,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,35,0.8826475526281803,,,,,,,,0.00022965432344634342,0.1195942459383017,l1
qsar-biodeg,0.5,SGDClassifier,RandomSearch,36,0.9295505617977528,,,,,,,,0.017561803816666714,0.7217295211648732,elasticnet
qsar-biodeg,0.5,SGDClassifier,RandomSearch,37,0.932480397040645,,,,,,,,0.007158728631500196,0.49379559636439074,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,38,0.9286557443589601,,,,,,,,0.0035753161317240768,0.11089082081183133,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,39,0.8950898507407612,,,,,,,,1.0199902295182438e-05,0.8957635956735194,l2
qsar-biodeg,0.5,SGDClassifier,RandomSearch,40,0.8821884282577812,,,,,,,,3.730610475453591e-05,0.5085706911647028,l1
qsar-biodeg,0.5,SGDClassifier,BayesSearch,1,0.8837209645578494,,,,,,,,0.00011233621690895234,0.7277257431773251,elasticnet
qsar-biodeg,0.5,SGDClassifier,BayesSearch,2,0.9326455231453294,,,,,,,,0.01537948446580078,0.8833152773808622,l2
qsar-biodeg,0.5,SGDClassifier,BayesSearch,3,0.9042071179498533,,,,,,,,0.00016755699440936588,0.9187225216693771,l2
qsar-biodeg,0.5,SGDClassifier,BayesSearch,4,0.9274135163557868,,,,,,,,0.011533999859559564,0.1718715613965607,l1
