trial_number,state,value,brier_score,duration,params,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,dataset,test_brier_score
14,1,-0.18630905975454998,0.18630905975454998,62.473388,"{'n_estimators': 1283, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",1283,gini,15.0,14,3,0.25,0.9,Bank,0.1843225378562384
15,1,-0.18596422105312582,0.18596422105312582,69.534321,"{'n_estimators': 1002, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1002,gini,,8,2,0.25,0.9,Bank,0.1843225378562384
16,2,-0.18720480478036353,0.18720480478036353,12.592577,"{'n_estimators': 779, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",779,gini,,9,1,0.25,0.9,Bank,0.1843225378562384
17,2,-0.1876581020428551,0.1876581020428551,11.134684,"{'n_estimators': 1152, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_samples': 0.7}",1152,gini,,14,3,0.1,0.7,Bank,0.1843225378562384
18,2,-0.1870172798230875,0.1870172798230875,17.673867,"{'n_estimators': 1469, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",1469,gini,15.0,19,2,sqrt,,Bank,0.1843225378562384
19,1,-0.1860362251888991,0.1860362251888991,67.202134,"{'n_estimators': 872, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': 0.9}",872,gini,20.0,10,4,0.25,0.9,Bank,0.1843225378562384
20,2,-0.18672168890459803,0.18672168890459803,24.600011,"{'n_estimators': 1314, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1314,gini,,14,1,0.25,0.9,Bank,0.1843225378562384
21,2,-0.18668555913313425,0.18668555913313425,20.749333,"{'n_estimators': 1090, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1090,gini,,12,1,0.25,0.9,Bank,0.1843225378562384
22,1,-0.1856021426953654,0.1856021426953654,79.012628,"{'n_estimators': 1046, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1046,gini,,13,2,0.25,0.9,Bank,0.1843225378562384
23,1,-0.1855036967910348,0.1855036967910348,67.084366,"{'n_estimators': 1021, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1021,gini,,15,2,0.25,0.9,Bank,0.1843225378562384
24,1,-0.18553953669556925,0.18553953669556925,73.298258,"{'n_estimators': 1195, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1195,gini,,16,2,0.25,0.9,Bank,0.1843225378562384
25,1,-0.18578594596347844,0.18578594596347844,81.550707,"{'n_estimators': 1360, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': 0.9}",1360,gini,,16,4,0.25,0.9,Bank,0.1843225378562384
26,2,-0.1876783020935539,0.1876783020935539,4.892492,"{'n_estimators': 792, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': 0.7}",792,gini,,19,2,0.1,0.7,Bank,0.1843225378562384
27,2,-0.1870098652056735,0.1870098652056735,8.597584,"{'n_estimators': 1225, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.5}",1225,gini,20.0,15,3,sqrt,0.5,Bank,0.1843225378562384
28,2,-0.18665198299014082,0.18665198299014082,13.80851,"{'n_estimators': 1035, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': None}",1035,log_loss,15.0,17,2,0.33,,Bank,0.1843225378562384
29,2,-0.18785005618605916,0.18785005618605916,4.365035,"{'n_estimators': 645, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_samples': None}",645,gini,,12,4,0.1,,Bank,0.1843225378562384
30,1,-0.18526657874912394,0.18526657874912394,59.212731,"{'n_estimators': 854, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",854,log_loss,,17,3,0.25,0.9,Bank,0.1843225378562384
31,1,-0.1852738077187717,0.1852738077187717,90.319272,"{'n_estimators': 1178, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",1178,log_loss,,17,3,0.25,0.9,Bank,0.1843225378562384
32,1,-0.18527358702370647,0.18527358702370647,64.000373,"{'n_estimators': 863, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",863,log_loss,,18,3,0.25,0.9,Bank,0.1843225378562384
33,1,-0.18584768515993227,0.18584768515993227,48.228355,"{'n_estimators': 728, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",728,log_loss,,19,5,0.25,0.9,Bank,0.1843225378562384
34,1,-0.18527786692872664,0.18527786692872664,50.059475,"{'n_estimators': 903, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",903,log_loss,,18,3,0.25,0.9,Bank,0.1843225378562384
35,1,-0.1860346117627326,0.1860346117627326,43.279999,"{'n_estimators': 847, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': 0.25, 'max_samples': 0.9}",847,log_loss,,18,6,0.25,0.9,Bank,0.1843225378562384
36,1,-0.1858504937379039,0.1858504937379039,24.921663,"{'n_estimators': 635, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.5}",635,log_loss,,18,3,0.25,0.5,Bank,0.1843225378562384
37,2,-0.1893463593776902,0.1893463593776902,5.189373,"{'n_estimators': 545, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",545,log_loss,10.0,17,5,0.33,0.9,Bank,0.1843225378562384
38,2,-0.18423427497183537,0.18423427497183537,9.532974,"{'n_estimators': 701, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.7}",701,log_loss,,17,4,sqrt,0.7,Bank,0.1843225378562384
39,1,-0.1855000767912996,0.1855000767912996,47.495408,"{'n_estimators': 910, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': 0.9}",910,log_loss,20.0,15,4,0.25,0.9,Bank,0.1843225378562384
40,2,-0.19405663231615694,0.19405663231615694,1.419258,"{'n_estimators': 388, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_samples': 0.5}",388,log_loss,10.0,18,3,0.1,0.5,Bank,0.1843225378562384
41,1,-0.18550803875507213,0.18550803875507213,52.696934,"{'n_estimators': 915, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': 0.9}",915,log_loss,20.0,15,4,0.25,0.9,Bank,0.1843225378562384
42,1,-0.18571720822397197,0.18571720822397197,58.762188,"{'n_estimators': 823, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",823,log_loss,20.0,17,5,0.25,0.9,Bank,0.1843225378562384
43,1,-0.1855198795196324,0.1855198795196324,72.632718,"{'n_estimators': 934, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",934,log_loss,20.0,19,3,0.25,0.9,Bank,0.1843225378562384
44,1,-0.18555001853699205,0.18555001853699205,44.548414,"{'n_estimators': 720, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': 0.9}",720,log_loss,20.0,16,4,0.25,0.9,Bank,0.1843225378562384
45,1,-0.18560559459431608,0.18560559459431608,78.044274,"{'n_estimators': 952, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.33, 'max_samples': 0.9}",952,log_loss,20.0,18,3,0.33,0.9,Bank,0.1843225378562384
46,2,-0.18946638032655702,0.18946638032655702,6.710246,"{'n_estimators': 774, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 17, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': None}",774,entropy,10.0,17,4,0.25,,Bank,0.1843225378562384
47,1,-0.18618311970251583,0.18618311970251583,44.147646,"{'n_estimators': 880, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 7, 'max_features': 0.25, 'max_samples': 0.9}",880,log_loss,,15,7,0.25,0.9,Bank,0.1843225378562384
48,2,-0.1861234185150727,0.1861234185150727,5.246127,"{'n_estimators': 544, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 0.25, 'max_samples': 0.9}",544,log_loss,15.0,5,6,0.25,0.9,Bank,0.1843225378562384
49,1,-0.18592876501928798,0.18592876501928798,40.550886,"{'n_estimators': 1085, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1085,log_loss,,2,3,sqrt,0.7,Bank,0.1843225378562384
50,2,-0.18610368737598793,0.18610368737598793,2.419684,"{'n_estimators': 236, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",236,entropy,20.0,16,5,0.25,0.9,Bank,0.1843225378562384
51,1,-0.18530223184901382,0.18530223184901382,55.713905,"{'n_estimators': 1005, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",1005,log_loss,,15,3,0.25,0.9,Bank,0.1843225378562384
52,1,-0.18531046939197443,0.18531046939197443,52.681637,"{'n_estimators': 976, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",976,log_loss,,18,3,0.25,0.9,Bank,0.1843225378562384
53,1,-0.1852721737859751,0.1852721737859751,61.242098,"{'n_estimators': 1143, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",1143,log_loss,,19,3,0.25,0.9,Bank,0.1843225378562384
54,1,-0.18527073083741588,0.18527073083741588,61.215878,"{'n_estimators': 1148, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': 0.9}",1148,log_loss,,19,3,0.25,0.9,Bank,0.1843225378562384
55,1,-0.18506488746900887,0.18506488746900887,78.51675,"{'n_estimators': 1410, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1410,log_loss,,19,2,0.25,0.9,Bank,0.1843225378562384
56,1,-0.185052504558443,0.185052504558443,79.585956,"{'n_estimators': 1425, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1425,log_loss,,19,2,0.25,0.9,Bank,0.1843225378562384
57,2,-0.18364823536195674,0.18364823536195674,27.10371,"{'n_estimators': 1428, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': 0.5}",1428,log_loss,,19,2,0.33,0.5,Bank,0.1843225378562384
58,1,-0.18505083251962207,0.18505083251962207,76.391812,"{'n_estimators': 1375, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1375,entropy,,19,2,0.25,0.9,Bank,0.1843225378562384
59,1,-0.18518958548631353,0.18518958548631353,79.478766,"{'n_estimators': 1376, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1376,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
60,2,-0.1859127516289896,0.1859127516289896,10.031274,"{'n_estimators': 1382, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_samples': None}",1382,entropy,,19,1,0.1,,Bank,0.1843225378562384
61,1,-0.1851972366058783,0.1851972366058783,85.909807,"{'n_estimators': 1489, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1489,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
62,1,-0.18519481736037757,0.18519481736037757,85.442378,"{'n_estimators': 1478, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1478,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
63,1,-0.1852038959323709,0.1852038959323709,86.391144,"{'n_estimators': 1498, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1498,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
64,2,-0.1854954036262137,0.1854954036262137,17.249241,"{'n_estimators': 1474, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1474,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
65,1,-0.18526941204211422,0.18526941204211422,75.923346,"{'n_estimators': 1305, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1305,entropy,,18,1,0.25,0.9,Bank,0.1843225378562384
66,2,-0.18658520638584572,0.18658520638584572,13.112446,"{'n_estimators': 1496, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.7}",1496,entropy,15.0,19,1,0.25,0.7,Bank,0.1843225378562384
67,1,-0.18550290542082157,0.18550290542082157,56.698101,"{'n_estimators': 1414, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1414,entropy,,18,2,sqrt,0.9,Bank,0.1843225378562384
68,1,-0.1852111204075762,0.1852111204075762,77.565189,"{'n_estimators': 1347, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1347,entropy,,19,1,0.25,0.9,Bank,0.1843225378562384
69,2,-0.1867418437349389,0.1867418437349389,17.195236,"{'n_estimators': 1259, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1259,entropy,,7,1,0.25,0.9,Bank,0.1843225378562384
70,1,-0.18513472137732512,0.18513472137732512,84.347713,"{'n_estimators': 1390, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1390,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
71,1,-0.18516240931739444,0.18516240931739444,74.764058,"{'n_estimators': 1393, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1393,entropy,,18,2,0.25,0.9,Bank,0.1843225378562384
72,1,-0.18513819013614685,0.18513819013614685,76.732774,"{'n_estimators': 1397, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1397,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
73,1,-0.18516930311307322,0.18516930311307322,80.400815,"{'n_estimators': 1385, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1385,entropy,,18,2,0.25,0.9,Bank,0.1843225378562384
74,1,-0.1851705330438366,0.1851705330438366,80.612404,"{'n_estimators': 1383, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1383,entropy,,18,2,0.25,0.9,Bank,0.1843225378562384
75,1,-0.18517206124525495,0.18517206124525495,84.100841,"{'n_estimators': 1325, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1325,entropy,,16,2,0.25,0.9,Bank,0.1843225378562384
76,2,-0.18931137578271243,0.18931137578271243,13.618163,"{'n_estimators': 1399, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1399,entropy,10.0,17,2,0.25,0.9,Bank,0.1843225378562384
77,2,-0.1873967163135439,0.1873967163135439,6.370393,"{'n_estimators': 1252, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': 0.5}",1252,entropy,,18,2,0.1,0.5,Bank,0.1843225378562384
78,2,-0.18595989485928233,0.18595989485928233,22.391451,"{'n_estimators': 1442, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': None}",1442,entropy,,17,2,0.33,,Bank,0.1843225378562384
79,1,-0.18541367995540417,0.18541367995540417,93.134565,"{'n_estimators': 1287, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1287,entropy,,11,2,0.25,0.9,Bank,0.1843225378562384
80,2,-0.1862009161890028,0.1862009161890028,15.37396,"{'n_estimators': 1339, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1339,entropy,15.0,16,2,0.25,0.9,Bank,0.1843225378562384
81,1,-0.1851619086037267,0.1851619086037267,87.07849,"{'n_estimators': 1342, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1342,entropy,,16,2,0.25,0.9,Bank,0.1843225378562384
82,1,-0.18514703675180916,0.18514703675180916,88.159755,"{'n_estimators': 1428, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1428,entropy,,18,2,0.25,0.9,Bank,0.1843225378562384
83,1,-0.18512602977506648,0.18512602977506648,100.787787,"{'n_estimators': 1453, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1453,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
84,2,-0.18625432567462383,0.18625432567462383,16.055673,"{'n_estimators': 1442, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 9, 'max_features': 0.25, 'max_samples': 0.9}",1442,entropy,,17,9,0.25,0.9,Bank,0.1843225378562384
85,1,-0.18512784293856877,0.18512784293856877,86.613157,"{'n_estimators': 1423, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1423,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
86,1,-0.1855870849845657,0.1855870849845657,45.713924,"{'n_estimators': 1211, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.7}",1211,entropy,,17,2,sqrt,0.7,Bank,0.1843225378562384
87,1,-0.18517589733695164,0.18517589733695164,80.625126,"{'n_estimators': 1439, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1439,entropy,,16,2,0.25,0.9,Bank,0.1843225378562384
88,2,-0.1857454476054641,0.1857454476054641,11.627326,"{'n_estimators': 1294, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 0.25, 'max_samples': 0.9}",1294,entropy,,17,8,0.25,0.9,Bank,0.1843225378562384
89,2,-0.18938716386672386,0.18938716386672386,10.073376,"{'n_estimators': 1347, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1347,entropy,10.0,16,2,0.25,0.9,Bank,0.1843225378562384
90,1,-0.18512299012139805,0.18512299012139805,79.433531,"{'n_estimators': 1450, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1450,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
91,1,-0.1851238771154507,0.1851238771154507,79.469032,"{'n_estimators': 1446, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1446,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
92,1,-0.18512533739353546,0.18512533739353546,83.016819,"{'n_estimators': 1452, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1452,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
93,2,-0.18311862373858373,0.18311862373858373,32.674621,"{'n_estimators': 1463, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1463,entropy,,14,2,0.25,0.9,Bank,0.1843225378562384
94,1,-0.18512524545409342,0.18512524545409342,88.463537,"{'n_estimators': 1451, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1451,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
